Id,Betweenness
0,0.0
1,0.0018757512729358058
2,0.0
3,0.010338039864893386
4,0.015227244604460871
5,1.2986969348736248e-06
6,0.0
7,0.007383064901444068
8,0.020556086148783514
9,0.0018532405260646627
10,0.0043573028950361125
11,0.0
12,0.0006021624788030706
13,0.0
14,0.00045346167976004063
15,0.00010606024968134602
16,0.0
17,0.0
18,0.007815601988723367
19,1.1904721903008226e-05
20,0.019011532887736188
21,0.00015151464240192292
22,0.00031969589546805734
23,1.2986969348736248e-05
24,0.016485714762140814
25,0.0
26,0.0
27,0.00041115142669672814
28,0.0
29,0.0
30,0.0001103892394642581
31,8.44153007667856e-05
32,0.00015043239495619485
33,4.3289897829120825e-06
34,0.00027813759355210126
35,0.001087967896512583
36,0.0019269162778278014
37,0.0
38,1.2986969348736248e-05
39,0.0
40,0.0
41,0.0
42,3.463191826329666e-05
43,0.0
44,0.01031620327482722
45,1.731595913164833e-05
46,0.0008578495824846705
47,0.0020073591214117606
48,0.0
49,3.896090804620874e-05
50,4.474882360660872e-05
51,0.0023229359175106234
52,0.0020108157541626624
53,1.2986969348736248e-05
54,0.00022943645849434033
55,7.792181609241748e-05
56,0.0
57,0.017924925263967557
58,0.054714863497398764
59,0.0
60,1.2986969348736248e-05
61,2.164494891456041e-05
62,0.0013006660630183844
63,0.0
64,0.011615397716372058
65,9.632002266979383e-05
66,0.000212481248511268
67,0.010393688019282766
68,0.0
69,0.0
70,0.007175963822156872
71,6.493484674368124e-06
72,0.00016017262196774706
73,0.006287224240395547
74,0.00010389575478988998
75,0.0006482662199910844
76,0.0
77,0.0
78,0.0
79,0.00037662211111335117
80,0.0002207784789285162
81,0.0010844119406194766
82,0.0
83,0.017154010202359325
84,0.0008218587102858587
85,0.0007932873777186393
86,0.0
87,0.0
88,2.5973938697472495e-05
89,0.00018181757088230746
90,0.00027597309866064524
91,0.0034457621645442955
92,9.52377752240658e-05
93,6.8542338229441305e-06
94,0.0
95,0.00045346167976004063
96,8.008631098387352e-05
97,0.0008047592006433561
98,0.013870209258595651
99,0.0
100,0.0
101,1.2986969348736248e-05
102,0.0005129852892750817
103,0.00011688272413862623
104,0.0003376612030671424
105,0.004988637836754559
106,0.0004891758454690653
107,0.007254054816710532
108,3.896090804620874e-05
109,0.0
110,0.0013586689040447528
111,1.2986969348736248e-05
112,0.0026699044486110267
113,0.00017157229506274883
114,0.021822372854591758
115,0.0
116,0.0
117,0.00040259604981082367
118,0.0
119,0.0032116620592646775
120,0.0024969613067836894
121,0.0
122,0.006117286511314339
123,0.0
124,0.0010534596636716553
125,0.00048592910313188114
126,0.0002316009533857964
127,0.00109999630383796
128,0.005266488244983698
129,0.0
130,0.0009881201936277912
131,0.0
132,0.0010703297710289974
133,5.627686717785708e-05
134,0.0
135,2.5973938697472495e-05
136,0.015832848620975677
137,0.0012964079601376205
138,1.2986969348736248e-05
139,1.2986969348736248e-05
140,0.009193475601970388
141,0.00024025893295162058
142,0.0
143,0.008942638285868512
144,0.0006980496024945733
145,0.0
146,0.0
147,0.00014285666283609871
148,0.00017099509642502726
149,0.0
150,0.0011547580245917979
151,0.0
152,0.003104174742172212
153,0.0
154,0.0
155,1.2986969348736248e-05
156,0.00048170318453427663
157,0.00022229362535253544
158,0.0
159,0.017083032543138643
160,0.0
161,8.484819974507681e-05
162,0.0
163,0.004071847789807106
164,0.0
165,0.00017532408620793934
166,3.896090804620874e-05
167,0.0001103892394642581
168,0.0
169,0.001401726891706932
170,0.00043289897829120816
171,0.0
172,6.0605856960769145e-05
173,5.4761720753837845e-05
174,0.0
175,0.014629482225392893
176,0.0
177,0.025517211823470765
178,0.0
179,0.0014138578277376943
180,0.0004458859476399444
181,0.0006872271280372931
182,0.0
183,1.731595913164833e-05
184,0.0
185,0.00427916564043986
186,0.0008517287397879523
187,3.896090804620874e-05
188,3.2467423371840616e-05
189,0.0015846370171534985
190,0.0006870106785481475
191,0.0024246671774090576
192,0.00020238027235113987
193,0.002341893519520987
194,0.0
195,0.01811062664381997
196,0.0002727263563234612
197,0.00021320274680842007
198,1.6666610664211516e-05
199,0.0012911212027535287
200,0.0
201,0.009031611860489161
202,0.0012510780472615919
203,0.0
204,6.493484674368124e-06
205,6.493484674368123e-05
206,0.0006677466740141887
207,0.0
208,0.0069623142678575025
209,1.948045402310437e-05
210,0.0
211,0.0003896090804620874
212,3.2467423371840616e-05
213,0.002286582710452693
214,0.0010248049167756142
215,0.00014285666283609871
216,0.007986219206153028
217,0.0
218,0.0
219,0.00020887375702550797
220,0.0
221,0.0010825168363259835
222,0.00086261867902107
223,0.0013939347100976906
224,1.2986969348736248e-05
225,0.0
226,0.004851882087116758
227,0.005569678254694684
228,0.0
229,0.0011655804990490781
230,0.007927209222698477
231,0.0013388745514118488
232,0.008841724567871722
233,0.00032250973882695015
234,0.01374631028921959
235,4.328989782912082e-05
236,0.00017445828825135692
237,0.003736000866431874
238,0.0026504100042962653
239,0.008965316523399287
240,1.2986969348736248e-05
241,0.0
242,0.0
243,0.011191701229592912
244,0.00012056236545410151
245,3.6796413154752704e-05
246,0.0017186604794087502
247,0.0018406864556942176
248,0.00013419868327027454
249,0.0
250,0.00022727196360288433
251,0.0
252,4.155830191595599e-05
253,0.0016082197043518385
254,0.0
255,0.0001103892394642581
256,0.002396616354327641
257,0.0003847167231352922
258,0.00024242342784307663
259,3.6796413154752704e-05
260,0.008511392619844061
261,0.0016590853343010554
262,0.0
263,0.0037695195544181926
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.00863651332131703
270,0.000685062633145837
271,0.0
272,0.0008203435638618396
273,0.0
274,0.0
275,0.0
276,0.0
277,0.00027640599763893644
278,0.0
279,0.0
280,7.792181609241748e-05
281,1.2986969348736248e-05
282,0.004612750378128094
283,0.0
284,0.0013809477407489544
285,4.437214527484884e-05
286,0.0
287,6.601709418940926e-05
288,0.0
289,0.0
290,0.0
291,0.0008419885127764001
292,0.0
293,0.0007229412937463179
294,0.0009311657023043892
